 	    0.00 	   33.28 	   32.03 
 	    1.00 	   34.14 	   31.50 
 	    2.00 	   33.80 	   31.96 
 	    3.00 	   33.90 	   34.01 
 	    4.00 	   35.30 	   36.85 
 	    5.00 	   36.06 	   38.38 
 	    6.00 	   33.76 	   38.58 
 	    7.00 	   31.10 	   39.88 
 	    8.00 	   28.84 	   41.42 
 	    9.00 	   28.10 	   43.19 
 	   10.00 	   30.08 	   44.01 
 	   11.00 	   31.95 	   44.04 
 	   12.00 	   30.05 	   42.99 
 	   13.00 	   28.24 	   42.37 
 	   14.00 	   30.94 	   43.75 
 	   15.00 	   34.81 	   45.37 
 	   16.00 	   35.62 	   45.14 
 	   17.00 	   33.07 	   43.37 
 	   18.00 	   27.91 	   39.50 
 	   19.00 	   22.82 	   37.81 
 	   20.00 	   21.49 	   36.92 
 	   21.00 	   25.64 	   37.69 
 	   22.00 	   28.78 	   38.41 
 	   23.00 	   30.37 	   39.01 
 	   24.00 	   29.14 	   38.18 
 	   25.00 	   26.11 	   36.47 
 	   26.00 	   22.96 	   34.47 
 	   27.00 	   21.22 	   33.19 
 	   28.00 	   20.15 	   32.12 
 	   29.00 	   20.03 	   31.28 
 	   30.00 	   20.78 	   30.97 
 	   31.00 	   23.05 	   31.50 
 	   32.00 	   23.05 	   31.50 
 	   33.00 	   24.18 	   31.94 
 	   34.00 	   24.80 	   32.22 
 	   35.00 	   26.17 	   32.78 
 	   36.00 	   28.06 	   36.11 
 	   37.00 	   28.42 	   34.11 
 	   38.00 	   30.38 	   37.47 
 	   39.00 	   30.93 	   35.77 
 	   40.00 	   31.86 	   36.49 
 	   41.00 	   33.70 	   37.87 
 	   42.00 	   34.63 	   38.61 
 	   43.00 	   36.64 	   40.26 
 	   44.00 	   38.48 	   41.78 
 	   45.00 	   39.36 	   42.52 
 	   46.00 	   40.88 	   43.84 
 	   47.00 	   41.69 	   44.58 
 	   48.00 	   43.11 	   46.00 
 	   49.00 	   45.18 	   49.07 
 	   50.00 	   45.12 	   48.00 
 	   51.00 	   46.94 	   50.69 
 	   52.00 	   46.58 	   49.60 
 	   53.00 	   47.19 	   50.37 
 	   54.00 	   47.50 	   50.72 
 	   55.00 	   48.80 	   53.00 
 	   56.00 	   46.97 	   50.68 
 	   57.00 	   47.52 	   52.22 
 	   58.00 	   45.37 	   49.72 
 	   59.00 	   43.94 	   48.91 
 	   60.00 	   42.80 	   48.20 
 	   61.00 	   39.24 	   45.86 
 	   62.00 	   37.64 	   45.02 
 	   63.00 	   33.56 	   42.77 
