 	    0.00 	   73.94 	   71.83 
 	    1.00 	   66.96 	   66.70 
 	    2.00 	   62.67 	   64.62 
 	    3.00 	   58.22 	   62.73 
 	    4.00 	   54.51 	   60.97 
 	    5.00 	   46.34 	   56.60 
 	    6.00 	   55.51 	   62.07 
 	    7.00 	   59.90 	   64.03 
 	    8.00 	   56.08 	   62.45 
 	    9.00 	   58.95 	   63.46 
 	   10.00 	   65.31 	   64.27 
 	   11.00 	   60.44 	   60.80 
 	   12.00 	   55.22 	   56.66 
 	   13.00 	   52.69 	   53.95 
 	   14.00 	   50.02 	   51.35 
 	   15.00 	   46.72 	   49.00 
 	   16.00 	   44.41 	   48.11 
 	   17.00 	   41.81 	   47.26 
 	   18.00 	   35.06 	   43.10 
 	   19.00 	   31.62 	   41.11 
 	   20.00 	   28.09 	   39.13 
 	   21.00 	   24.55 	   37.36 
 	   22.00 	   21.12 	   39.60 
 	   23.00 	   18.32 	   38.77 
 	   24.00 	   17.52 	   38.35 
 	   25.00 	   17.75 	   38.25 
 	   26.00 	   18.11 	   38.31 
 	   27.00 	   18.06 	   35.46 
 	   28.00 	   18.30 	   35.94 
 	   29.00 	   18.40 	   36.39 
 	   30.00 	   18.56 	   36.57 
 	   31.00 	   19.12 	   36.63 
 	   32.00 	   19.12 	   36.63 
 	   33.00 	   19.41 	   36.56 
 	   34.00 	   19.79 	   36.61 
 	   35.00 	   20.16 	   36.56 
 	   36.00 	   20.58 	   36.57 
 	   37.00 	   21.10 	   36.67 
 	   38.00 	   21.85 	   36.72 
 	   39.00 	   22.34 	   36.79 
 	   40.00 	   25.89 	   40.05 
 	   41.00 	   26.44 	   40.12 
 	   42.00 	   27.02 	   40.42 
 	   43.00 	   27.30 	   40.52 
 	   44.00 	   23.89 	   37.36 
 	   45.00 	   27.83 	   40.92 
 	   46.00 	   23.94 	   37.68 
 	   47.00 	   23.77 	   37.74 
 	   48.00 	   23.31 	   37.85 
 	   49.00 	   22.79 	   37.91 
 	   50.00 	   26.36 	   42.27 
 	   51.00 	   25.72 	   42.42 
 	   52.00 	   21.04 	   38.11 
 	   53.00 	   20.98 	   38.76 
 	   54.00 	   20.23 	   38.16 
 	   55.00 	   19.94 	   38.29 
 	   56.00 	   20.15 	   38.61 
 	   57.00 	   20.05 	   38.68 
 	   58.00 	   20.87 	   38.70 
 	   59.00 	   21.61 	   38.43 
 	   60.00 	   22.79 	   38.15 
 	   61.00 	   24.78 	   38.10 
 	   62.00 	   27.29 	   38.32 
 	   63.00 	   30.65 	   44.98 
