 	    0.00 	   68.47 	   66.99 
 	    1.00 	   60.62 	   66.40 
 	    2.00 	   61.06 	   67.56 
 	    3.00 	   64.91 	   68.87 
 	    4.00 	   69.90 	   70.52 
 	    5.00 	   75.79 	   73.00 
 	    6.00 	   75.91 	   74.10 
 	    7.00 	   65.49 	   71.43 
 	    8.00 	   57.36 	   67.38 
 	    9.00 	   43.70 	   56.71 
 	   10.00 	   22.05 	   50.78 
 	   11.00 	   26.28 	   47.85 
 	   12.00 	   53.80 	   51.97 
 	   13.00 	   63.52 	   56.67 
 	   14.00 	   48.62 	   45.39 
 	   15.00 	   28.15 	   48.62 
 	   16.00 	   39.66 	   54.81 
 	   17.00 	   56.13 	   58.32 
 	   18.00 	   63.56 	   60.21 
 	   19.00 	   61.09 	   56.33 
 	   20.00 	   50.33 	   57.08 
 	   21.00 	   40.60 	   56.46 
 	   22.00 	   34.39 	   54.00 
 	   23.00 	   30.32 	   51.62 
 	   24.00 	   26.40 	   49.20 
 	   25.00 	   22.69 	   46.28 
 	   26.00 	   19.14 	   42.61 
 	   27.00 	   17.15 	   39.42 
 	   28.00 	   18.30 	   37.31 
 	   29.00 	   21.73 	   38.70 
 	   30.00 	   23.23 	   37.32 
 	   31.00 	   24.24 	   35.35 
 	   32.00 	   24.24 	   35.35 
 	   33.00 	   24.45 	   34.81 
 	   34.00 	   24.68 	   34.37 
 	   35.00 	   25.20 	   33.73 
 	   36.00 	   25.74 	   33.22 
 	   37.00 	   26.42 	   32.79 
 	   38.00 	   26.94 	   32.52 
 	   39.00 	   27.67 	   32.27 
 	   40.00 	   28.36 	   32.20 
 	   41.00 	   28.96 	   32.11 
 	   42.00 	   29.64 	   32.07 
 	   43.00 	   30.30 	   31.97 
 	   44.00 	   30.97 	   31.83 
 	   45.00 	   31.74 	   31.65 
 	   46.00 	   32.54 	   31.70 
 	   47.00 	   33.57 	   31.74 
 	   48.00 	   34.36 	   31.83 
 	   49.00 	   35.88 	   30.06 
 	   50.00 	   37.47 	   30.54 
 	   51.00 	   39.21 	   31.29 
 	   52.00 	   41.18 	   32.04 
 	   53.00 	   42.83 	   32.81 
 	   54.00 	   44.20 	   33.32 
 	   55.00 	   45.28 	   33.66 
 	   56.00 	   46.05 	   34.01 
 	   57.00 	   45.88 	   36.28 
 	   58.00 	   45.92 	   36.40 
 	   59.00 	   45.76 	   36.94 
 	   60.00 	   45.30 	   38.11 
 	   61.00 	   43.94 	   39.51 
 	   62.00 	   41.78 	   41.27 
 	   63.00 	   38.40 	   43.15 
