 	    0.00 	   41.12 	   43.58 
 	    1.00 	   54.18 	   55.11 
 	    2.00 	   51.55 	   52.29 
 	    3.00 	   45.69 	   41.62 
 	    4.00 	   58.95 	   57.35 
 	    5.00 	   88.22 	   70.80 
 	    6.00 	   89.25 	   71.20 
 	    7.00 	   69.14 	   65.17 
 	    8.00 	   59.59 	   53.24 
 	    9.00 	   48.54 	   44.66 
 	   10.00 	   65.38 	   61.44 
 	   11.00 	   68.09 	   64.77 
 	   12.00 	   50.44 	   53.67 
 	   13.00 	   37.20 	   43.05 
 	   14.00 	   41.88 	   45.45 
 	   15.00 	   46.34 	   48.17 
 	   16.00 	   45.06 	   46.77 
 	   17.00 	   37.53 	   40.36 
 	   18.00 	   31.67 	   36.05 
 	   19.00 	   36.77 	   43.40 
 	   20.00 	   41.42 	   47.18 
 	   21.00 	   38.43 	   45.17 
 	   22.00 	   26.61 	   35.72 
 	   23.00 	   25.76 	   35.44 
 	   24.00 	   26.78 	   33.59 
 	   25.00 	   28.22 	   34.22 
 	   26.00 	   27.94 	   34.68 
 	   27.00 	   24.61 	   32.38 
 	   28.00 	   22.83 	   33.51 
 	   29.00 	   23.47 	   36.21 
 	   30.00 	   25.15 	   39.35 
 	   31.00 	   26.13 	   42.11 
 	   32.00 	   26.13 	   42.11 
 	   33.00 	   26.35 	   42.29 
 	   34.00 	   26.04 	   42.49 
 	   35.00 	   25.72 	   42.56 
 	   36.00 	   25.07 	   42.40 
 	   37.00 	   24.41 	   41.99 
 	   38.00 	   23.79 	   41.54 
 	   39.00 	   23.43 	   41.25 
 	   40.00 	   23.11 	   40.92 
 	   41.00 	   23.27 	   40.65 
 	   42.00 	   24.00 	   40.54 
 	   43.00 	   25.19 	   40.65 
 	   44.00 	   26.33 	   40.73 
 	   45.00 	   28.07 	   41.13 
 	   46.00 	   29.75 	   41.66 
 	   47.00 	   31.06 	   42.36 
 	   48.00 	   31.07 	   39.03 
 	   49.00 	   31.76 	   39.81 
 	   50.00 	   32.74 	   45.17 
 	   51.00 	   33.20 	   47.24 
 	   52.00 	   33.69 	   48.91 
 	   53.00 	   34.81 	   50.91 
 	   54.00 	   32.78 	   48.34 
 	   55.00 	   38.31 	   54.40 
 	   56.00 	   39.82 	   55.98 
 	   57.00 	   40.63 	   56.81 
 	   58.00 	   41.51 	   58.14 
 	   59.00 	   42.17 	   58.91 
 	   60.00 	   35.16 	   55.57 
 	   61.00 	   35.67 	   55.49 
 	   62.00 	   36.97 	   54.48 
 	   63.00 	   44.30 	   59.98 
